Emotion,Value 
disgust,0
scared,21
happy,6
sad,61
surprised,0
neutral,5
angry,7
disgust,0
scared,21
happy,6
sad,61
surprised,0
neutral,5
angry,5
disgust,0
scared,51
happy,11
sad,20
surprised,1
neutral,12
angry,5
disgust,0
scared,51
happy,11
sad,20
surprised,1
neutral,12
angry,7
disgust,0
scared,51
happy,6
sad,22
surprised,1
neutral,12
angry,7
disgust,0
scared,50
happy,7
sad,24
surprised,1
neutral,12
angry,6
disgust,0
scared,34
happy,20
sad,23
surprised,1
neutral,17
angry,4
disgust,0
scared,60
happy,7
sad,20
surprised,0
neutral,9
angry,6
disgust,0
scared,48
happy,8
sad,27
surprised,1
neutral,11
angry,6
disgust,0
scared,55
happy,5
sad,22
surprised,0
neutral,11
angry,8
disgust,0
scared,43
happy,9
sad,23
surprised,1
neutral,15
angry,8
disgust,0
scared,46
happy,8
sad,25
surprised,1
neutral,12
angry,8
disgust,0
scared,45
happy,8
sad,23
surprised,1
neutral,15
angry,8
disgust,0
scared,35
happy,9
sad,24
surprised,1
neutral,23
angry,6
disgust,0
scared,40
happy,16
sad,18
surprised,1
neutral,18
angry,7
disgust,0
scared,45
happy,7
sad,23
surprised,1
neutral,17
angry,3
disgust,3
scared,11
happy,20
sad,9
surprised,13
neutral,41
angry,5
disgust,3
scared,10
happy,25
sad,13
surprised,10
neutral,35
angry,5
disgust,11
scared,6
happy,28
sad,11
surprised,7
neutral,31
angry,5
disgust,0
scared,44
happy,5
sad,25
surprised,1
neutral,19
angry,3
disgust,0
scared,50
happy,8
sad,19
surprised,1
neutral,19
angry,8
disgust,0
scared,35
happy,10
sad,23
surprised,0
neutral,23
angry,3
disgust,0
scared,20
happy,42
sad,11
surprised,7
neutral,16
angry,2
disgust,0
scared,16
happy,42
sad,6
surprised,8
neutral,25
angry,3
disgust,0
scared,42
happy,9
sad,22
surprised,1
neutral,22
angry,4
disgust,0
scared,41
happy,10
sad,20
surprised,1
neutral,25
angry,6
disgust,0
scared,46
happy,4
sad,21
surprised,1
neutral,21
angry,6
disgust,0
scared,46
happy,4
sad,21
surprised,1
neutral,21
angry,4
disgust,0
scared,43
happy,9
sad,24
surprised,1
neutral,18
angry,2
disgust,0
scared,49
happy,10
sad,19
surprised,1
neutral,19
angry,6
disgust,0
scared,35
happy,9
sad,27
surprised,1
neutral,22
angry,2
disgust,0
scared,47
happy,4
sad,31
surprised,1
neutral,15
angry,3
disgust,0
scared,45
happy,12
sad,21
surprised,1
neutral,17
angry,4
disgust,0
scared,40
happy,10
sad,23
surprised,1
neutral,23
angry,2
disgust,0
scared,54
happy,6
sad,23
surprised,1
neutral,14
angry,6
disgust,8
scared,10
happy,33
sad,18
surprised,5
neutral,21
angry,3
disgust,0
scared,42
happy,4
sad,26
surprised,1
neutral,24
angry,6
disgust,0
scared,53
happy,5
sad,23
surprised,1
neutral,12
angry,5
disgust,0
scared,55
happy,3
sad,25
surprised,1
neutral,11
angry,2
disgust,0
scared,44
happy,5
sad,34
surprised,1
neutral,15
angry,6
disgust,0
scared,20
happy,3
sad,46
surprised,0
neutral,25
angry,6
disgust,0
scared,27
happy,4
sad,45
surprised,1
neutral,18
angry,6
disgust,0
scared,42
happy,6
sad,25
surprised,1
neutral,20
angry,14
disgust,0
scared,31
happy,4
sad,35
surprised,1
neutral,14
angry,9
disgust,0
scared,28
happy,10
sad,36
surprised,1
neutral,16
angry,17
disgust,0
scared,20
happy,14
sad,33
surprised,1
neutral,14
angry,15
disgust,0
scared,18
happy,19
sad,28
surprised,2
neutral,19
angry,14
disgust,0
scared,27
happy,9
sad,33
surprised,1
neutral,16
angry,12
disgust,0
scared,24
happy,7
sad,39
surprised,1
neutral,17
angry,12
disgust,0
scared,21
happy,7
sad,40
surprised,1
neutral,20
angry,14
disgust,0
scared,16
happy,9
sad,37
surprised,1
neutral,23
angry,11
disgust,0
scared,24
happy,13
sad,33
surprised,1
neutral,18
angry,9
disgust,0
scared,25
happy,6
sad,39
surprised,1
neutral,20
angry,21
disgust,0
scared,19
happy,8
sad,30
surprised,1
neutral,20
angry,8
disgust,0
scared,28
happy,3
sad,46
surprised,1
neutral,13
angry,7
disgust,0
scared,28
happy,4
sad,39
surprised,1
neutral,21
angry,10
disgust,0
scared,25
happy,4
sad,43
surprised,1
neutral,17
angry,10
disgust,0
scared,29
happy,5
sad,40
surprised,1
neutral,14
angry,9
disgust,0
scared,21
happy,7
sad,45
surprised,1
neutral,18
angry,9
disgust,0
scared,21
happy,7
sad,45
surprised,1
neutral,18
angry,11
disgust,0
scared,25
happy,6
sad,43
surprised,1
neutral,15
angry,9
disgust,0
scared,28
happy,4
sad,40
surprised,1
neutral,18
angry,13
disgust,0
scared,32
happy,8
sad,28
surprised,1
neutral,18
angry,8
disgust,0
scared,23
happy,12
sad,9
surprised,15
neutral,32
angry,8
disgust,0
scared,15
happy,24
sad,13
surprised,2
neutral,39
angry,17
disgust,0
scared,17
happy,11
sad,29
surprised,1
neutral,26
angry,17
disgust,0
scared,16
happy,12
sad,23
surprised,0
neutral,31
angry,13
disgust,0
scared,19
happy,16
sad,22
surprised,0
neutral,30
angry,19
disgust,0
scared,20
happy,10
sad,18
surprised,0
neutral,33
angry,13
disgust,0
scared,14
happy,16
sad,23
surprised,0
neutral,34
angry,13
disgust,0
scared,14
happy,16
sad,23
surprised,0
neutral,34
angry,5
disgust,0
scared,24
happy,12
sad,7
surprised,15
neutral,37
angry,6
disgust,0
scared,24
happy,14
sad,10
surprised,14
neutral,32
angry,10
disgust,0
scared,18
happy,8
sad,31
surprised,0
neutral,32
angry,21
disgust,0
scared,15
happy,10
sad,30
surprised,0
neutral,23
angry,9
disgust,0
scared,22
happy,12
sad,26
surprised,1
neutral,31
angry,6
disgust,0
scared,16
happy,11
sad,27
surprised,1
neutral,39
angry,6
disgust,0
scared,24
happy,8
sad,29
surprised,1
neutral,31
angry,6
disgust,0
scared,18
happy,17
sad,27
surprised,1
neutral,32
angry,8
disgust,0
scared,9
happy,9
sad,27
surprised,0
neutral,46
angry,7
disgust,0
scared,18
happy,10
sad,29
surprised,1
neutral,36
angry,7
disgust,0
scared,18
happy,10
sad,29
surprised,1
neutral,36
angry,9
disgust,0
scared,19
happy,12
sad,27
surprised,1
neutral,33
angry,7
disgust,0
scared,21
happy,10
sad,29
surprised,1
neutral,31
angry,9
disgust,0
scared,26
happy,6
sad,30
surprised,1
neutral,29
angry,10
disgust,0
scared,21
happy,12
sad,31
surprised,1
neutral,25
angry,9
disgust,0
scared,23
happy,9
sad,27
surprised,1
neutral,31
angry,6
disgust,0
scared,26
happy,12
sad,22
surprised,1
neutral,33
angry,7
disgust,0
scared,20
happy,15
sad,30
surprised,1
neutral,27
angry,10
disgust,0
scared,22
happy,12
sad,32
surprised,1
neutral,24
angry,10
disgust,0
scared,22
happy,12
sad,32
surprised,1
neutral,24
angry,10
disgust,0
scared,21
happy,9
sad,32
surprised,0
neutral,28
angry,7
disgust,0
scared,24
happy,15
sad,31
surprised,1
neutral,23
angry,8
disgust,0
scared,16
happy,12
sad,32
surprised,0
neutral,31
angry,6
disgust,0
scared,17
happy,19
sad,24
surprised,1
neutral,33
angry,11
disgust,0
scared,12
happy,11
sad,25
surprised,0
neutral,40
angry,11
disgust,0
scared,17
happy,17
sad,24
surprised,0
neutral,31
angry,8
disgust,0
scared,23
happy,13
sad,28
surprised,1
neutral,28
angry,13
disgust,0
scared,19
happy,16
sad,22
surprised,1
neutral,30
angry,7
disgust,0
scared,23
happy,15
sad,21
surprised,1
neutral,32
angry,14
disgust,0
scared,16
happy,5
sad,47
surprised,0
neutral,18
angry,14
disgust,0
scared,16
happy,5
sad,47
surprised,0
neutral,18
angry,8
disgust,0
scared,20
happy,18
sad,19
surprised,1
neutral,34
angry,17
disgust,0
scared,14
happy,9
sad,41
surprised,1
neutral,18
angry,20
disgust,0
scared,17
happy,6
sad,37
surprised,0
neutral,19
angry,8
disgust,0
scared,10
happy,5
sad,23
surprised,1
neutral,53
angry,10
disgust,0
scared,24
happy,13
sad,26
surprised,1
neutral,25
angry,10
disgust,0
scared,26
happy,12
sad,24
surprised,1
neutral,27
angry,9
disgust,0
scared,27
happy,16
sad,21
surprised,1
neutral,26
angry,7
disgust,0
scared,27
happy,12
sad,28
surprised,1
neutral,26
angry,7
disgust,0
scared,27
happy,12
sad,28
surprised,1
neutral,26
angry,7
disgust,0
scared,20
happy,15
sad,22
surprised,1
neutral,36
angry,10
disgust,0
scared,26
happy,5
sad,28
surprised,1
neutral,29
angry,11
disgust,0
scared,23
happy,9
sad,29
surprised,1
neutral,27
angry,8
disgust,0
scared,18
happy,12
sad,29
surprised,1
neutral,33
angry,13
disgust,0
scared,18
happy,7
sad,43
surprised,0
neutral,19
angry,18
disgust,0
scared,8
happy,15
sad,34
surprised,0
neutral,24
angry,12
disgust,0
scared,6
happy,35
sad,11
surprised,0
neutral,35
angry,14
disgust,0
scared,4
happy,44
sad,15
surprised,0
neutral,24
angry,5
disgust,0
scared,2
happy,68
sad,10
surprised,0
neutral,14
angry,5
disgust,0
scared,4
happy,63
sad,17
surprised,0
neutral,11
angry,5
disgust,0
scared,4
happy,63
sad,17
surprised,0
neutral,11
angry,11
disgust,0
scared,8
happy,50
sad,19
surprised,0
neutral,12
angry,7
disgust,0
scared,8
happy,51
sad,19
surprised,0
neutral,14
angry,7
disgust,0
scared,8
happy,58
sad,14
surprised,1
neutral,14
angry,12
disgust,0
scared,15
happy,40
sad,18
surprised,1
neutral,15
angry,22
disgust,0
scared,12
happy,45
sad,14
surprised,0
neutral,6
angry,15
disgust,0
scared,17
happy,12
sad,45
surprised,0
neutral,10
angry,11
disgust,0
scared,32
happy,6
sad,45
surprised,1
neutral,4
angry,6
disgust,0
scared,28
happy,24
sad,31
surprised,1
neutral,10
angry,3
disgust,0
scared,29
happy,11
sad,51
surprised,0
neutral,6
angry,3
disgust,0
scared,29
happy,11
sad,51
surprised,0
neutral,6
angry,6
disgust,1
scared,7
happy,16
sad,27
surprised,4
neutral,40
angry,7
disgust,2
scared,8
happy,17
sad,26
surprised,6
neutral,34
angry,5
disgust,2
scared,9
happy,19
sad,24
surprised,5
neutral,37
angry,4
disgust,2
scared,10
happy,18
sad,27
surprised,4
neutral,36
angry,4
disgust,2
scared,10
happy,18
sad,27
surprised,4
neutral,36
angry,2
disgust,0
scared,1
happy,95
sad,1
surprised,0
neutral,1
angry,2
disgust,0
scared,1
happy,95
sad,1
surprised,0
neutral,1
angry,3
disgust,0
scared,2
happy,89
sad,1
surprised,1
neutral,4
angry,1
disgust,0
scared,1
happy,94
sad,1
surprised,0
neutral,4
angry,0
disgust,0
scared,0
happy,98
sad,0
surprised,0
neutral,1
angry,0
disgust,0
scared,0
happy,99
sad,0
surprised,0
neutral,1
angry,7
disgust,1
scared,11
happy,29
sad,8
surprised,18
neutral,25
angry,3
disgust,1
scared,12
happy,14
sad,24
surprised,13
neutral,32
angry,3
disgust,1
scared,10
happy,16
sad,20
surprised,14
neutral,37
angry,3
disgust,1
scared,10
happy,16
sad,20
surprised,14
neutral,37
angry,3
disgust,1
scared,14
happy,16
sad,17
surprised,15
neutral,36
angry,3
disgust,1
scared,9
happy,20
sad,17
surprised,13
neutral,37
angry,3
disgust,1
scared,11
happy,15
sad,14
surprised,22
neutral,34
angry,3
disgust,1
scared,11
happy,16
sad,20
surprised,12
neutral,37
angry,3
disgust,1
scared,11
happy,16
sad,20
surprised,12
neutral,37
angry,4
disgust,1
scared,15
happy,14
sad,22
surprised,12
neutral,32
angry,3
disgust,1
scared,13
happy,19
sad,19
surprised,17
neutral,29
angry,3
disgust,1
scared,19
happy,12
sad,18
surprised,18
neutral,28
angry,3
disgust,1
scared,17
happy,19
sad,15
surprised,18
neutral,27
angry,3
disgust,0
scared,20
happy,19
sad,12
surprised,13
neutral,33
angry,3
disgust,0
scared,20
happy,19
sad,12
surprised,13
neutral,33
angry,3
disgust,0
scared,21
happy,19
sad,9
surprised,14
neutral,34
angry,8
disgust,0
scared,18
happy,23
sad,6
surprised,12
neutral,34
angry,8
disgust,0
scared,18
happy,23
sad,6
surprised,12
neutral,34
angry,5
disgust,0
scared,12
happy,15
sad,7
surprised,8
neutral,53
angry,7
disgust,0
scared,13
happy,19
sad,11
surprised,12
neutral,37
angry,7
disgust,0
scared,13
happy,19
sad,11
surprised,12
neutral,37
angry,11
disgust,0
scared,11
happy,23
sad,12
surprised,8
neutral,34
angry,8
disgust,0
scared,3
happy,74
sad,3
surprised,4
neutral,7
angry,8
disgust,0
scared,3
happy,74
sad,3
surprised,4
neutral,7
angry,7
disgust,0
scared,3
happy,78
sad,2
surprised,4
neutral,6
angry,46
disgust,3
scared,6
happy,2
sad,15
surprised,0
neutral,28
angry,46
disgust,3
scared,6
happy,2
sad,15
surprised,0
neutral,28
angry,16
disgust,2
scared,4
happy,53
sad,5
surprised,1
neutral,19
angry,17
disgust,4
scared,6
happy,49
sad,5
surprised,1
neutral,17
angry,28
disgust,7
scared,9
happy,21
sad,12
surprised,2
neutral,22
angry,13
disgust,12
scared,6
happy,32
sad,8
surprised,2
neutral,27
angry,13
disgust,12
scared,6
happy,32
sad,8
surprised,2
neutral,27
angry,30
disgust,11
scared,8
happy,24
sad,7
surprised,2
neutral,18
angry,29
disgust,7
scared,4
happy,29
sad,6
surprised,1
neutral,24
angry,35
disgust,28
scared,5
happy,9
sad,9
surprised,1
neutral,14
angry,40
disgust,12
scared,5
happy,15
sad,7
surprised,1
neutral,20
angry,40
disgust,12
scared,5
happy,15
sad,7
surprised,1
neutral,20
angry,47
disgust,7
scared,6
happy,17
sad,8
surprised,1
neutral,15
angry,37
disgust,18
scared,9
happy,12
sad,10
surprised,1
neutral,14
angry,26
disgust,5
scared,10
happy,27
sad,8
surprised,3
neutral,21
angry,36
disgust,5
scared,6
happy,23
sad,9
surprised,3
neutral,19
angry,31
disgust,2
scared,3
happy,41
sad,2
surprised,1
neutral,20
angry,31
disgust,2
scared,3
happy,41
sad,2
surprised,1
neutral,20
angry,17
disgust,2
scared,8
happy,41
sad,4
surprised,1
neutral,27
angry,16
disgust,1
scared,16
happy,27
sad,8
surprised,0
neutral,33
angry,10
disgust,1
scared,15
happy,9
sad,7
surprised,0
neutral,57
angry,8
disgust,0
scared,13
happy,5
sad,9
surprised,0
neutral,65
angry,13
disgust,1
scared,15
happy,8
sad,14
surprised,0
neutral,48
angry,18
